full_name;age;birthday;birthday_GMT;league;season;position;Current_club;minutes_played_overall;minutes_played_home;minutes_played_away;nationality;appearances_overall;appearances_home;appearances_away;goals_overall;goals_home;goals_away;assists_overall;assists_home;assists_away;penalty_goals;penalty_misses;clean_sheets_overall;clean_sheets_home;clean_sheets_away;conceded_overall;conceded_home;conceded_away;yellow_cards_overall;red_cards_overall;goals_involved_per_90_overall;assists_per_90.00_overall;goals_per_90.00_overall;goals_per_90.00_home;goals_per_90.00_away;min_per_goal_overall;conceded_per_90.00_overall;min_per_conceded_overall;min_per_match;min_per_card_overall;min_per_assist_overall;cards_per_90.00_overall;rank_in_league_top_attackers;rank_in_league_top_midfielders;rank_in_league_top_defenders;rank_in_club_top_scorer;average_rating_overall;assists_per_game_overall;penalties_won_total_overall;shirt_number;annual_salary_gbp;annual_salary_usd
Leandro Niilas Diaz;31;707814000;6/6/1992;Primera Division;2023;Forward;Lanus;2328;1200;1128;Argentina;27;14;13;12;7;5;4;2;2;4;1;6;5;1;25;10;15;10;1;0.62;0.15;0.46;0.53;0.4;194;0.97;93;86;233;582;0.39;20;89;-1;1;6.96;0.15;0;18;0;0
Leandro Raul Moreira;21;1010995200;14/1/2002;Primera Division;2023;Forward;Arsenal de Sarandi;164;74;90;Argentina;2;1;1;1;0;1;0;0;0;0;0;0;0;0;4;2;2;0;0;0.55;0.00;0.55;0.00;1;164;2.2;41;82;0;0;0.00;-1;-1;-1;7;0.00;0.00;0;28;0;0
Lenny Ivo Lobato Romanelli;22;981187200;3/2/2001;Primera Division;2023;Midfielder;Velez Sarsfield;331;158;173;Argentina;15;8;7;0;0;0;2;1;1;0;0;4;3;1;6;3;3;0;0;0.54;0.54;0.00;0.00;0.00;0;1.63;55;22;0;166;0.00;345;1;-1;24;6.70;0.13;0;14;0;0
Leonardo Fabian Burian ostro;39;443520000;21/1/1984;Primera Division;2023;Goalkeeper;Velez Sarsfield;1846;946;900;Uruguay;21;11;10;0;0;0;0;0;0;0;0;8;6;2;14;7;7;1;0;0.00;0.00;0.00;0.00;0.00;0;0.68;132;88;1846;0;0.05;347;337;28;18;6.83;0.00;0;22;0;0
Leonardo German Sigali;36;549270000;29/5/1987;Primera Division;2023;Defender;Racing Club;1739;990;749;Argentina;20;11;9;0;0;0;0;0;0;0;0;4;2;2;24;14;10;6;0;0.00;0.00;0.00;0.00;0.00;0;1.24;72;87;290;0;0.31;526;519;202;40;7.04;0.00;0;30;0;0
Leonardo Godoy;28;799052400;28/4/1995;Primera Division;2023;Defender;Estudiantes;1868;817;1051;Argentina;23;11;12;1;1;0;5;2;3;0;0;9;7;2;21;5;16;4;0;0.29;0.24;0.05;0.11;0.00;1868;1.01;89;81;467;374;0.19;279;32;140;12;7.02;0.22;0;29;0;0
Leonardo Heredia;27;821347200;11/1/1996;Primera Division;2023;Midfielder;Argentinos Juniors;674;294;380;Argentina;19;9;10;4;3;1;1;1;0;0;0;6;3;3;9;6;3;3;1;0.67;0.13;0.53;0.92;0.24;169;1.2;75;35;169;674;0.53;9;114;-1;4;7.04;0.05;0;15;0;0
Leonardo Maroi Rivero;26;842943600;17/9/1996;Primera Division;2023;Defender;Arsenal de Sarandi;148;104;44;Argentina;3;2;1;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0.00;0.00;0.00;0.00;0.00;0;2.43;37;49;0;0;0.00;-1;-1;-1;20;6.37;0.00;0;3;0;0
Leonardo Monje;21;1017129600;26/3/2002;Primera Division;2023;Midfielder;Instituto;33;29;4;Argentina;2;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2.73;2.73;0.00;0.00;0.00;0;0.00;0;17;0;33;0.00;-1;-1;-1;32;0.00;0.00;0;17;0;0
Leonardo Morales;32;671353200;11/4/1991;Primera Division;2023;Midfielder;Gimnasia La Plata;2326;1246;1080;Argentina;26;14;12;1;1;0;1;0;1;0;0;7;5;2;35;13;22;6;1;0.08;0.04;0.04;0.07;0.00;2326;1.35;66;89;388;2326;0.23;281;263;-1;11;7.05;0.04;0;4;0;0
Leonardo Rafael Jara;32;674722800;20/5/1991;Primera Division;2023;Midfielder;Velez Sarsfield;634;289;345;Argentina;11;6;5;1;0;1;1;1;0;0;0;3;3;0;6;1;5;1;0;0.28;0.14;0.14;0.00;0.26;634;0.85;106;58;634;634;0.14;147;98;-1;9;6.28;0.09;0;29;0;0
Leonardo Sebastian Prediger;37;526201200;4/9/1986;Primera Division;2023;Midfielder;Tigre;1341;637;704;Argentina;21;9;12;0;0;0;0;0;0;0;0;5;2;3;19;7;12;1;0;0.00;0.00;0.00;0.00;0.00;0;1.28;71;64;1341;0;0.07;445;445;-1;26;7.00;0.00;0;5;0;0
Leonel Ariel Miranda;29;757929600;7/1/1994;Primera Division;2023;Midfielder;Racing Club;34;10;24;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;17;0;0;0.00;-1;-1;-1;41;6.41;0.00;0;19;0;0
Leonel Di Plaodo;29;759744000;28/1/1994;Primera Division;2023;Defender;Lanus;155;65;90;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0.00;0.00;0.00;0.00;0.00;0;0.58;155;78;0;0;0.00;-1;-1;-1;29;6.86;0.00;0;26;0;0
Leonel Ezequiel Vangioni;36;547196400;5/5/1987;Primera Division;2023;Defender;Newell's Old Boys;90;90;0;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0.00;0.00;0.00;0.00;0.00;0;1;90;45;45;0;2;-1;-1;-1;17;3.38;0.00;0;21;0;0
Leonel Gonzalez;29;763718400;15/3/1994;Primera Division;2023;Defender;Argentinos Juniors;384;158;226;Argentina;7;4;3;0;0;0;0;0;0;0;0;2;1;1;6;4;2;1;0;0.00;0.00;0.00;0.00;0.00;0;1.41;64;55;384;0;0.23;466;467;223;21;5.62;0.00;0;24;0;0
Leonel Mosevio;26;855043200;4/2/1997;Primera Division;2023;Defender;Instituto;1588;908;680;Argentina;20;11;9;0;0;0;0;0;0;0;0;7;5;2;18;7;11;8;1;0.00;0.00;0.00;0.00;0.00;0;1.02;88;79;199;0;0.45;594;588;146;28;6.71;0.00;0;26;0;0
Leonel Pio;23;940575600;22/10/1999;Primera Division;2023;Midfielder;Colon;560;205;355;Argentina;11;4;7;0;0;0;0;0;0;0;0;2;1;1;9;4;5;5;0;0.00;0.00;0.00;0.00;0.00;0;1.45;62;51;112;0;0.8;607;599;-1;23;6.15;0.00;0;29;0;0
Lisandro Lopez;40;415440000;2/3/1983;Primera Division;2023;Forward;Sarmiento;1457;753;704;Argentina;25;12;13;2;1;1;0;0;0;0;0;13;7;6;14;7;7;7;0;0.12;0.00;0.12;0.12;0.13;729;0.86;104;58;208;0;0.43;171;523;-1;4;6.85;0.00;0;7;0;0
Lisandro Morales;19;1075536000;31/1/2004;Primera Division;2023;Defender;Union Santa Fe;24;24;0;Argentina;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;24;0;0;0.00;-1;-1;-1;18;0.00;0.00;0;4;0;0
Lisandro Sebastian Montenegro;20;1048752000;27/3/2003;Primera Division;2023;Midfielder;Newell's Old Boys;612;203;409;Argentina;13;6;7;1;1;0;0;0;0;0;0;6;4;2;7;2;5;1;0;0.15;0.00;0.15;0.44;0.00;612;1.03;87;47;612;0;0.15;140;561;-1;10;0.00;0.00;0;43;0;0
Luo Daniel Langoni;21;1013241600;9/2/2002;Primera Division;2023;Forward;Boca Juniors;727;375;352;Argentina;13;7;6;3;0;3;1;1;0;0;0;4;3;1;9;5;4;0;0;0.5;0.12;0.37;0.00;0.77;242;1.11;81;56;0;727;0.00;30;133;-1;6;0.00;0.00;0;41;0;0
Luo Leovino Martinez Dupuy;22;991724400;5/6/2001;Primera Division;2023;Forward;Rosario Central;211;153;58;Mexico;12;8;4;0;0;0;0;0;0;0;0;5;3;2;1;0;1;3;0;0.00;0.00;0.00;0.00;0.00;0;0.43;211;18;70;0;1.28;-1;-1;-1;25;6.39;0.00;0;29;0;0
Luos Abraham oavez;28;807951600;9/8/1995;Primera Division;2023;Goalkeeper;Huracan;2520;1350;1170;Argentina;28;15;13;0;0;0;0;0;0;0;0;8;5;3;28;14;14;4;0;0.00;0.00;0.00;0.00;0.00;0;1;90;90;630;0;0.14;505;505;136;13;6.83;0.00;0;1;0;0
Luos Adrian Hoyos;34;609836400;29/4/1989;Primera Division;2023;Goalkeeper;Newell's Old Boys;2700;1350;1350;Argentina;30;15;15;0;0;0;0;0;0;0;0;14;11;3;24;4;20;5;0;0.00;0.00;0.00;0.00;0.00;0;0.8;113;90;540;0;0.17;567;567;55;24;6.95;0.00;0;1;0;0
Luos Agustin Besozzi;20;1043222400;22/1/2003;Primera Division;2023;Forward;Central Cordoba SdE;1606;870;736;Argentina;24;12;12;3;1;2;2;2;0;0;0;8;6;2;19;7;12;1;0;0.28;0.11;0.17;0.1;0.24;535;1.06;85;67;1606;803;0.06;123;142;-1;3;6.73;0.08;0;77;0;0
Luos Andres ilitto;29;770454000;1/6/1994;Primera Division;2023;Midfielder;Barracas Central;933;571;362;Argentina;17;9;8;1;1;0;0;0;0;0;0;5;4;1;14;7;7;3;0;0.1;0.00;0.1;0.16;0.00;933;1.35;67;55;311;0;0.29;199;374;-1;11;6.60;0.00;1;7;0;0
Luos ongel Esquivel;21;1003042800;14/10/2001;Primera Division;2023;Defender;Union Santa Fe;1034;404;630;Argentina;12;5;7;0;0;0;0;0;0;0;0;4;1;3;14;6;8;1;0;0.00;0.00;0.00;0.00;0.00;0;1.22;74;86;1034;0;0.09;370;363;197;25;6.86;0.00;0;37;0;0
Luos Aro;26;871542000;14/8/1997;Primera Division;2023;Defender;Godoy Cruz;2274;1048;1226;Argentina;28;13;15;1;1;0;1;1;0;0;0;9;6;3;29;11;18;5;0;0.08;0.04;0.04;0.09;0.00;2274;1.15;78;81;455;2274;0.2;287;258;185;11;6.83;0.04;0;4;0;0
Luos Ariel Menossi;31;710838000;11/7/1992;Primera Division;2023;Midfielder;Tigre;1800;906;894;Argentina;27;13;14;1;1;0;1;1;0;0;0;7;4;3;17;8;9;5;0;0.1;0.05;0.05;0.1;0.00;1800;0.85;106;67;360;1800;0.25;269;234;-1;8;7.00;0.04;0;10;0;0
Luos Beltran;22;993279600;23/6/2001;Primera Division;2023;Forward;River Plate;1374;886;488;Argentina;25;12;13;12;7;5;3;2;1;3;0;14;7;7;5;1;4;1;0;0.98;0.2;0.79;0.71;0.92;115;0.33;275;55;1374;458;0.07;2;50;-1;1;0.00;0.00;0;18;0;0
Luos Blondel;26;842684400;14/9/1996;Primera Division;2023;Defender;Boca Juniors;1416;716;700;Argentina;20;10;10;0;0;0;1;1;0;0;0;5;2;3;18;8;10;4;0;0.06;0.06;0.00;0.00;0.00;0;1.14;79;71;354;1416;0.25;447;224;183;24;6.83;0.05;0;17;0;0
Luos Brooero;24;917078400;23/1/1999;Primera Division;2023;Forward;Arsenal de Sarandi;1087;575;512;Argentina;23;13;10;1;1;0;4;3;1;0;0;4;3;1;16;9;7;0;0;0.41;0.33;0.08;0.16;0.00;1087;1.32;68;47;0;272;0.00;222;10;-1;6;6.73;0.17;1;27;0;0
Luos ostro;34;608108400;9/4/1989;Primera Division;2023;Midfielder;Gimnasia La Plata;697;327;370;Argentina;13;6;7;0;0;0;0;0;0;0;0;2;1;1;9;6;3;0;0;0.00;0.00;0.00;0.00;0.00;0;1.16;77;54;0;0;0.00;496;496;-1;25;6.78;0.00;0;10;0;0
Luos David Pratto;35;581410800;4/6/1988;Primera Division;2023;Forward;Defensa y Justicia;1365;764;601;Argentina;22;12;10;3;3;0;1;1;0;1;0;7;5;2;15;6;9;4;0;0.26;0.07;0.2;0.35;0.00;455;0.99;91;62;341;1365;0.26;96;191;-1;6;6.78;0.05;1;12;0;0
Luos Eduardo orrizo;26;864111600;20/5/1997;Primera Division;2023;Defender;Huracan;844;394;450;Argentina;12;6;6;0;0;0;0;0;0;0;0;4;3;1;8;3;5;2;0;0.00;0.00;0.00;0.00;0.00;0;0.85;106;70;422;0;0.21;499;498;76;31;6.96;0.00;0;3;0;0
Luos Emanuel Angelini;28;791280000;28/1/1995;Primera Division;2023;Defender;Central Cordoba SdE;134;90;44;Argentina;2;1;1;1;1;0;0;0;0;0;0;0;0;0;3;2;1;1;0;0.67;0.00;0.67;1;0.00;134;2.01;45;67;134;0;0.67;-1;-1;-1;6;7.13;0.00;0;15;0;0
Luos Emanuel Gamba;36;551516400;24/6/1987;Primera Division;2023;Forward;Central Cordoba SdE;2084;1033;1051;Argentina;29;14;15;6;2;4;5;3;2;1;0;8;5;3;27;11;16;1;0;0.48;0.22;0.26;0.17;0.34;347;1.17;77;72;2084;417;0.04;61;39;-1;1;6.82;0.17;0;18;0;0
Luos Ezequiel Janson;29;777020400;16/8/1994;Primera Division;2023;Forward;Boca Juniors;1449;787;662;Argentina;23;13;10;4;4;0;0;0;0;1;0;6;5;1;11;5;6;3;1;0.25;0.00;0.25;0.46;0.00;362;0.68;132;63;483;0;0.19;69;297;-1;3;6.67;0.00;0;11;0;0
Luos Gabriel Albertengo;32;665222400;30/1/1991;Primera Division;2023;Forward;Instituto;209;103;106;Argentina;11;6;5;0;0;0;0;0;0;0;0;4;3;1;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;19;209;0;0.43;-1;-1;-1;24;6.65;0.00;0;18;0;0
Luos Gabriel Merolla;28;804236400;27/6/1995;Primera Division;2023;Defender;Huracan;90;0;90;Argentina;1;0;1;0;0;0;1;0;1;0;0;0;0;0;2;0;2;1;0;1;1;0.00;0.00;0.00;0;2;45;90;90;90;1;-1;-1;-1;34;7.31;1;0;6;0;0
Luos Gonzalez Martinez;26;869986800;27/7/1997;Primera Division;2023;Midfielder;Independiente;78;8;70;Argentina;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;39;0;0;0.00;-1;-1;-1;33;0.00;0.00;0;17;0;0
Luos Javier Aovedo;31;689587200;8/11/1991;Primera Division;2023;Defender;Colon;186;146;40;Argentina;6;3;3;0;0;0;0;0;0;0;0;1;1;0;4;3;1;0;0;0.00;0.00;0.00;0.00;0.00;0;1.94;47;31;0;0;0.00;-1;-1;-1;29;6.77;0.00;0;2;0;0
Luos Martin Diarte;30;739177200;4/6/1993;Primera Division;2023;Defender;Belgrano;1000;432;568;Argentina;21;10;11;1;1;0;0;0;0;0;0;12;6;6;8;2;6;5;0;0.09;0.00;0.09;0.21;0.00;1000;0.72;125;48;200;0;0.45;204;514;34;9;7.05;0.00;0;3;0;0
Luos Maurioo Aista;28;794995200;12/3/1995;Primera Division;2023;Goalkeeper;Lanus;1620;720;900;Argentina;18;8;10;0;0;0;0;0;0;0;0;7;5;2;14;4;10;2;0;0.00;0.00;0.00;0.00;0.00;0;0.78;116;90;810;0;0.11;599;592;48;23;6.66;0.00;0;42;0;0
Luos Nahuel Naranjo;21;1006329600;21/11/2001;Primera Division;2023;Midfielder;Atletico Tucuman;12;0;12;Argentina;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;12;0;0;0.00;-1;-1;-1;17;0.00;0.00;0;22;0;0
Luos Nahuel Rodriguez;29;749113200;27/9/1993;Primera Division;2023;Defender;Instituto;470;121;349;Argentina;10;3;7;0;0;0;0;0;0;0;0;5;1;4;5;0;5;1;0;0.00;0.00;0.00;0.00;0.00;0;0.96;94;47;470;0;0.19;315;379;119;18;6.57;0.00;0;27;0;0
Luos Santiago Melano;30;730972800;1/3/1993;Primera Division;2023;Forward;Sarmiento;1098;474;624;Argentina;25;12;13;4;3;1;2;2;0;0;0;11;6;5;11;2;9;2;0;0.49;0.16;0.33;0.57;0.14;275;0.9;100;44;549;549;0.16;41;81;-1;1;6.90;0.08;0;16;0;0
Luos Souto;24;908089200;11/10/1998;Primera Division;2023;Defender;Huracan;1940;793;1147;Argentina;23;10;13;0;0;0;1;0;1;0;0;4;2;2;24;10;14;7;0;0.05;0.05;0.00;0.00;0.00;0;1.11;81;84;277;1940;0.32;457;256;177;26;0.00;0.00;0;4;0;0
Luos Suarez;28;795427200;17/3/1995;Primera Division;2023;Defender;Talleres Cordoba;1036;401;635;Argentina;15;6;9;0;0;0;0;0;0;0;0;4;2;2;10;2;8;3;1;0.00;0.00;0.00;0.00;0.00;0;0.87;104;69;345;0;0.26;325;333;86;14;6.83;0.00;0;3;0;0
Luos Villalba;29;777279600;19/8/1994;Primera Division;2023;Defender;Argentinos Juniors;2417;1247;1170;Argentina;27;14;13;0;0;0;1;1;0;0;0;12;6;6;22;12;10;4;0;0.04;0.04;0.00;0.00;0.00;0;0.82;110;90;604;2417;0.15;472;273;66;28;7.13;0.04;0;6;0;0
Luoano Boggio Albin;24;921052800;10/3/1999;Primera Division;2023;Midfielder;Lanus;1573;779;794;Uruguay;27;14;13;0;0;0;4;3;1;0;0;8;6;2;13;5;8;6;2;0.23;0.23;0.00;0.00;0.00;0;0.74;121;58;262;393;0.34;603;38;-1;27;6.87;0.15;0;8;0;0
Luoano ongolani;22;991638000;4/6/2001;Primera Division;2023;Forward;Godoy Cruz;175;57;118;Argentina;10;4;6;0;0;0;0;0;0;0;0;4;2;2;3;0;3;2;0;0.00;0.00;0.00;0.00;0.00;0;1.54;58;18;88;0;1.03;-1;-1;-1;18;0.00;0.00;0;27;0;0
Luoano Emilio Gondou Zanelli;22;993193200;22/6/2001;Primera Division;2023;Forward;Argentinos Juniors;1923;962;961;Argentina;25;12;13;10;7;3;2;1;1;2;0;10;4;6;24;15;9;1;0;0.56;0.09;0.47;0.65;0.28;192;1.12;80;77;1923;962;0.05;19;175;-1;2;7.14;0.08;2;9;0;0
Luoano Ferreyra;21;1014105600;19/2/2002;Primera Division;2023;Midfielder;Platense;369;102;267;Argentina;11;6;5;1;1;0;0;0;0;0;0;5;3;2;4;0;4;2;0;0.24;0.00;0.24;0.88;0.00;369;0.98;92;34;185;0;0.49;77;475;-1;12;0.00;0.00;0;11;0;0
Luoano Gomez;27;827481600;22/3/1996;Primera Division;2023;Midfielder;Gimnasia La Plata;755;424;331;Argentina;14;8;6;0;0;0;2;1;1;0;0;4;2;2;8;4;4;4;0;0.24;0.24;0.00;0.00;0.00;0;0.95;94;54;189;378;0.48;410;34;-1;30;6.34;0.14;1;19;0;0
Luoano Roman Aued;36;541584000;1/3/1987;Primera Division;2023;Midfielder;Instituto;1084;439;645;Argentina;19;9;10;1;1;0;1;1;0;0;0;7;4;3;14;5;9;3;0;0.17;0.08;0.08;0.21;0.00;1084;1.16;77;57;361;1084;0.25;214;182;-1;9;6.08;0.05;0;22;0;0
Luoano Sanoez;29;759484800;25/1/1994;Primera Division;2023;Defender;Argentinos Juniors;849;316;533;Argentina;16;8;8;0;0;0;0;0;0;0;0;8;4;4;9;5;4;2;0;0.00;0.00;0.00;0.00;0.00;0;0.95;94;53;425;0;0.21;470;472;114;27;6.25;0.00;0;3;0;0
Luis Enrique Del Pino Mago;28;779612400;15/9/1994;Primera Division;2023;Midfielder;Banfield;468;270;198;Venezuela;6;3;3;0;0;0;0;0;0;0;0;1;1;0;7;4;3;2;1;0.00;0.00;0.00;0.00;0.00;0;1.35;67;78;234;0;0.38;332;329;-1;16;6.68;0.00;0;30;0;0
Luis Ezequiel Unsain;28;794736000;9/3/1995;Primera Division;2023;Goalkeeper;Defensa y Justicia;1890;990;900;Argentina;21;11;10;0;0;0;0;0;0;0;0;12;6;6;16;9;7;0;0;0.00;0.00;0.00;0.00;0.00;0;0.76;118;90;0;0;0.00;461;462;41;16;7.27;0.00;0;22;0;0
Luis Jan Piers Advinola ostrillon;33;636364800;2/3/1990;Primera Division;2023;Defender;Boca Juniors;1529;792;737;Peru;19;10;9;0;0;0;3;2;1;0;0;6;5;1;13;5;8;3;0;0.18;0.18;0.00;0.00;0.00;0;0.77;118;80;510;510;0.18;522;60;42;35;6.99;0.16;0;17;0;0
Luis Leal dosantos;36;549270000;29/5/1987;Primera Division;2023;Forward;Arsenal de Sarandi;862;393;469;SÇœo TomÇ¸ e PrÇðncipe;17;8;9;3;1;2;0;0;0;0;0;1;1;0;15;8;7;1;0;0.31;0.00;0.31;0.23;0.38;287;1.57;57;51;862;0;0.1;48;428;-1;2;6.50;0.00;0;9;0;0
Luis Miguel Angulo Sevillano;19;1080028800;23/3/2004;Primera Division;2023;Midfielder;Talleres Cordoba;81;22;59;Colombia;2;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;41;0;0;0.00;-1;-1;-1;17;6.68;0.00;0;7;0;0
Luis Miguel Rodriguez;38;473414400;1/1/1985;Primera Division;2023;Forward;Central Cordoba SdE;305;155;150;Argentina;11;6;5;1;1;0;0;0;0;0;0;2;1;1;6;3;3;0;0;0.3;0.00;0.3;0.58;0.00;305;1.77;51;28;0;0;0.00;49;506;-1;4;6.80;0.00;0;10;0;0
Luis Sequeira;20;1042012800;8/1/2003;Primera Division;2023;Midfielder;Talleres Cordoba;180;78;102;Argentina;9;4;5;0;0;0;0;0;0;0;0;2;1;1;1;1;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.5;180;20;0;0;0.00;-1;-1;-1;11;5.88;0.00;0;13;0;0
Luis Vasquez;22;980323200;24/1/2001;Primera Division;2023;Forward;Boca Juniors;430;210;220;Argentina;13;8;5;1;1;0;2;1;1;0;0;6;5;1;4;1;3;0;0;0.63;0.42;0.21;0.43;0.00;430;0.84;108;33;0;215;0.00;90;6;-1;14;6.59;0.15;0;38;0;0
Luis Yamil Garnier;40;409392000;22/12/1982;Primera Division;2023;Midfielder;Sarmiento;3;0;3;Argentina;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;3;0;0;0.00;-1;-1;-1;25;6.61;0.00;0;4;0;0
Maii Alejandro Quiroz;21;1006243200;20/11/2001;Primera Division;2023;Midfielder;Sarmiento;147;57;90;Argentina;3;2;1;0;0;0;0;0;0;0;0;2;2;0;1;0;1;1;0;0.00;0.00;0.00;0.00;0.00;0;0.61;147;49;147;0;0.61;-1;-1;-1;18;0.00;0.00;0;20;0;0
Malim Braida;26;863852400;17/5/1997;Primera Division;2023;Midfielder;San Lorenzo;2464;1350;1114;Argentina;28;15;13;1;1;0;2;1;1;0;0;17;13;4;13;4;9;6;0;0.11;0.07;0.04;0.07;0.00;2464;0.47;190;88;411;1232;0.22;291;198;-1;7;7.26;0.07;1;21;0;0
Manuel Agustin Duarte;22;998550000;23/8/2001;Primera Division;2023;Midfielder;Defensa y Justicia;119;63;56;Argentina;2;1;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0.76;0.00;0.76;1.43;0.00;119;0.76;119;60;0;0;0.00;-1;-1;-1;9;7.33;0.00;0;7;0;0
Manuel Insaurralde;24;917769600;31/1/1999;Primera Division;2023;Midfielder;San Lorenzo;13;0;13;Argentina;2;0;2;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;7;13;0;6.92;-1;-1;-1;18;0.00;0.00;0;19;0;0
Manuel Lanzini;30;729763200;15/2/1993;Primera Division;2023;Midfielder;River Plate;108;63;45;Argentina;3;1;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.83;108;36;0;0;0.00;-1;-1;-1;28;6.92;0.00;0;10;0;0
Manuel Matias Viontini;33;640508400;19/4/1990;Primera Division;2023;Goalkeeper;Belgrano;135;45;90;Argentina;2;1;1;0;0;0;0;0;0;0;0;1;0;1;2;2;0;0;0;0.00;0.00;0.00;0.00;0.00;0;1.33;68;68;0;0;0.00;-1;-1;-1;22;6.88;0.00;0;1;0;0
Manuel Monai;21;1021100400;11/5/2002;Primera Division;2023;Midfielder;Sarmiento;1020;522;498;Argentina;24;12;12;2;2;0;1;0;1;1;0;9;5;4;12;5;7;3;0;0.26;0.09;0.18;0.34;0.00;510;1.06;85;43;340;1020;0.26;114;163;-1;3;0.00;0.00;0;30;0;0
Manuel Roffo;23;954831600;4/4/2000;Primera Division;2023;Goalkeeper;Instituto;1174;540;634;Argentina;14;6;8;0;0;0;0;0;0;0;0;6;2;4;14;3;11;2;0;0.00;0.00;0.00;0.00;0.00;0;1.07;84;84;587;0;0.15;589;530;166;16;7.19;0.00;0;28;0;0
Marolo Alexis Weigandt;23;947577600;11/1/2000;Primera Division;2023;Defender;Boca Juniors;1315;813;502;Argentina;17;11;6;0;0;0;3;2;1;0;0;7;4;3;10;5;5;3;1;0.21;0.21;0.00;0.00;0.00;0;0.68;132;77;329;438;0.27;552;45;29;25;6.72;0.18;0;57;0;0
Marolo osar Esponda;20;1042531200;14/1/2003;Primera Division;2023;Midfielder;Newell's Old Boys;8;0;8;Argentina;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;8;0;0;0.00;-1;-1;-1;23;0.00;0.00;0;29;0;0
Marolo Herrera;24;910080000;3/11/1998;Primera Division;2023;Defender;River Plate;835;230;605;Argentina;12;4;8;0;0;0;1;0;1;0;0;4;2;2;10;2;8;3;0;0.11;0.11;0.00;0.00;0.00;0;1.08;84;70;278;835;0.32;578;145;168;24;6.76;0.08;0;15;0;0
Marolo Josemir Saraohi Pintos;25;893314800;23/4/1998;Primera Division;2023;Midfielder;Boca Juniors;263;173;90;Uruguay;3;2;1;0;0;0;0;0;0;0;0;0;0;0;3;2;1;0;0;0.00;0.00;0.00;0.00;0.00;0;1.03;88;88;0;0;0.00;-1;-1;-1;18;6.80;0.00;0;3;0;0
Marolo Luoano Estigarribia;28;800089200;10/5/1995;Primera Division;2023;Forward;Atletico Tucuman;1987;940;1047;Argentina;28;13;15;6;3;3;4;0;4;1;0;12;6;6;17;5;12;4;0;0.45;0.18;0.27;0.29;0.26;331;0.77;117;71;497;497;0.18;58;64;-1;2;6.94;0.14;0;19;0;0
Marolo Niilas Benitez;32;663753600;13/1/1991;Primera Division;2023;Defender;Central Cordoba SdE;1372;742;630;Argentina;20;11;9;1;0;1;0;0;0;0;0;6;3;3;17;9;8;4;0;0.07;0.00;0.07;0.00;0.14;1372;1.12;81;69;343;0;0.26;242;438;180;11;6.78;0.00;0;16;0;0
Marolo Ortiz;29;758448000;13/1/1994;Primera Division;2023;Midfielder;Atletico Tucuman;1073;508;565;Argentina;14;7;7;1;0;1;0;0;0;0;0;9;4;5;7;5;2;4;0;0.08;0.00;0.08;0.00;0.16;1073;0.59;153;77;268;0;0.34;226;300;-1;8;6.81;0.00;0;3;0;0
Marolo Perez;22;985334400;23/3/2001;Primera Division;2023;Midfielder;Huracan;30;30;0;Paraguay;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0;30;0;0;0.00;-1;-1;-1;19;0.00;0.00;0;19;0;0
Marolo Sebastian Gonzalez obral;27;833180400;27/5/1996;Primera Division;2023;Midfielder;Atletico Tucuman;244;84;160;Paraguay;8;3;5;1;1;0;0;0;0;0;0;2;2;0;4;0;4;1;0;0.37;0.00;0.37;1.07;0.00;244;1.48;61;31;244;0;0.37;-1;-1;-1;11;4.83;0.00;0;21;0;0
